Name,Short description,Last price,New price,Image name
Apple iPhone 13 512 ГБ Starlight,"6.1"" | 12 Мп | 4 ГБ | Single SIM",21 999 лей,20 999 лей,darwin-apple-iphone-13-512-gb-starlight-30889.jpg
Apple iPhone 13 512 ГБ Розовый,"6.1"" | 12 Мп | 4 ГБ | Single SIM",21 999 лей,20 999 лей,darwin-apple-iphone-13-512-gb-pink-30888.jpg
Apple iPhone 13 512 ГБ Красный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",21 999 лей,20 999 лей,darwin-apple-iphone-13-512-gb-red-30887.jpg
Apple iPhone 13 512 ГБ Синий,"6.1"" | 12 Мп | 4 ГБ | Single SIM",21 999 лей,20 999 лей,darwin-apple-iphone-13-6-gb-512-gb-blue-048.jpg
Apple iPhone 13 256 ГБ Красный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",17 599 лей,16 599 лей,darwin-apple-iphone-13-6-gb-256-gb-red-052.jpg
Apple iPhone 13 Pro Max 1 ТБ Золото,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,37 999 лей,darwin-apple-iphone-13-pro-max-8-gb-1-tb-gold-041.jpg
Apple iPhone 13 Pro Max 128 ГБ Небесно Голубой,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,29 499 лей,darwin-apple-iphone-13-pro-max-128-gb-sierra-blue-30967.jpg
Apple iPhone 13 Pro Max 256 ГБ Золото,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,32 999 лей,darwin-apple-iphone-13-pro-max-256-gb-gold-31173.jpg
Apple iPhone 13 Pro Max 256 ГБ Графитовый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,32 999 лей,darwin-apple-iphone-13-pro-max-256-gb-graphite-30972.jpg
Apple iPhone 13 Pro Max 512 ГБ Графитовый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,35 999 лей,darwin-apple-iphone-13-pro-max-512-gb-graphite-30976.jpg
Apple iPhone 13 Pro Max 128 ГБ Графитовый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,29 499 лей,darwin-apple-iphone-13-pro-max-128-gb-graphite-30966.jpg
Apple iPhone 13 Pro Max 256 ГБ Серебристый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,32 999 лей,darwin-apple-iphone-13-pro-max-256-gb-silver-30971.jpg
Apple iPhone 13 Pro Max 512 ГБ Небесно Голубой,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,35 999 лей,darwin-apple-iphone-13-pro-max-512-gb-sierra-blue-30977.jpg
Apple iPhone 13 Pro Max 1 ТБ Серебристый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,37 999 лей,darwin-apple-iphone-13-pro-max-1-tb-silver-30979.jpg
Apple iPhone 13 Pro Max 128 ГБ Серебристый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,29 499 лей,darwin-apple-iphone-13-pro-max-128-gb-silver-30964.jpg
Apple iPhone 13 Pro Max 1 ТБ Небесно Голубой,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,37 999 лей,darwin-apple-iphone-13-pro-max-8-gb-1-tb-blue-056.jpg
Apple iPhone 13 Pro Max 1 ТБ Графитовый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,37 999 лей,iphone-13-pro-max-graphite-01.jpg
Apple iPhone 13 Pro Max 128 ГБ Золото,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,29 499 лей,darwin-apple-iphone-13-pro-max-128-gb-gold-30963.jpg
Apple iPhone 13 Pro Max 512 ГБ Золото,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,35 999 лей,darwin-apple-iphone-13-pro-max-512-gb-gold-30974.jpg
Apple iPhone 13 Pro Max 512 ГБ Серебристый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,35 999 лей,darwin-apple-iphone-13-pro-max-512-gb-silver-30975.jpg
Apple iPhone 13 Pro Max 256 ГБ Небесно Голубой,"6.7"" | 12 Мп | 6 ГБ | Single SIM",None,32 999 лей,darwin-apple-iphone-13-pro-max-256-gb-sierra-blue-31214.jpg
Apple iPhone 12 128 ГБ Пурпурный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",19 999 лей,18 999 лей,darwin-apple-iphone-12-4-gb-128-gb-dual-sim-purple-046.jpg
Apple iPhone 12 256 ГБ Пурпурный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",21 999 лей,19 999 лей,darwin-apple-iphone-12-256-gb-purple-247344.jpg
Apple iPhone 12 4 ГБ/ 64 ГБ Dual SIM Пурпурный,"iOS, 6.1"", Dual SIM, 64 ГБ, 12 Мп",17 999 лей,14 999 лей,darwin-apple-iphone-12-4-gb-64-gb-dual-sim-purple-08.jpg
Apple iPhone 12 mini 256 ГБ Пурпурный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",16 499 лей,13 999 лей,darwin-apple-iphone-12-mini-256-gb-purple-6758.jpg
Apple iPhone 12 mini 128 ГБ Пурпурный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",14 299 лей,12 999 лей,darwin-apple-iphone-12-mini-128-gb-purple-6755.jpg
Apple iPhone 12 mini 64 ГБ Пурпурный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",12 499 лей,11 999 лей,darwin-apple-iphone-12-mini-64-gb-purple-6751.jpg
Apple iPhone 12 128 ГБ Пурпурный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",16 799 лей,14 999 лей,darwin-apple-iphone-12-128-gb-purple-6732.jpg
Apple iPhone 12 64 ГБ Пурпурный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",13 999 лей,13 499 лей,darwin-apple-iphone-12-64-gb-purple-6747.jpg
Apple iPhone 11 Pro 512 ГБ Серебристый,"5.8"" | 12 Мп | 4 ГБ | Dual SIM",23 499 лей,22 499 лей,darwin-apple-iphone-11-pro-512-gb-dual-sim-silver-248166.jpg
Apple iPhone 11 Pro 512 ГБ Золотой,"5.8"" | 12 Мп | 4 ГБ | Dual SIM",23 499 лей,22 499 лей,darwin-apple-iphone-11-pro-512-gb-gold-248216.jpg
Apple iPhone 12 Pro Max 512 ГБ Серебристый,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",33 999 лей,32 999 лей,darwin-apple-iphone-12-pro-max-512-gb-dual-sim-silver-248232.jpg
Apple iPhone 12 Pro Max 512 ГБ Золотой,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",33 999 лей,32 999 лей,darwin-apple-iphone-12-pro-max-512-gb-dual-sim-gold-248248.jpg
Apple iPhone 12 Pro Max 512 ГБ Графитовый,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",33 999 лей,32 999 лей,darwin-apple-iphone-12-pro-max-512-gb-dual-sim-graphite-248276.jpg
Apple iPhone 12 Pro Max 512 ГБ Синий,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",33 999 лей,32 999 лей,darwin-apple-iphone-12-pro-max-512-gb-dual-sim-blue-248864.jpg
Apple iPhone 12 Pro Max 256 ГБ Серебристый,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",29 999 лей,29 499 лей,darwin-apple-iphone-12-pro-max-256-gb-dual-sim-silver-248999.jpg
Apple iPhone 12 Pro Max 256 ГБ Pacific Синий,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",29 999 лей,29 499 лей,darwin-apple-iphone-12-pro-max-256-gb-pacific-dual-sim-blue-249009.jpg
Apple iPhone 12 Pro Max 256 ГБ Графитовый,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",29 999 лей,29 499 лей,darwin-apple-iphone-12-pro-max-256-gb-dual-sim-graphite-249015.jpg
Apple iPhone 12 Pro Max 256 ГБ Золотой,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",29 999 лей,29 499 лей,darwin-apple-iphone-12-pro-max-256-gb-dual-sim-gold-249060.jpg
Apple iPhone 12 Pro Max 128 ГБ Серебристый,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",27 499 лей,26 999 лей,darwin-apple-iphone-12-pro-max-128-gb-dual-sim-silver-249064.jpg
Apple iPhone 12 Pro Max 128 ГБ Pacific Синий,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",27 499 лей,26 999 лей,darwin-apple-iphone-12-pro-max-128-gb-pacific-dual-sim-blue-249076.jpg
Apple iPhone 12 Pro Max 128 ГБ Графитовый,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",27 499 лей,26 999 лей,darwin-apple-iphone-12-pro-max-128-gb-dual-sim-graphite-249088.jpg
Apple iPhone 12 Pro Max 128 ГБ Золотой,"6.7"" | 12 Мп | 6 ГБ | Dual SIM",27 499 лей,26 999 лей,darwin-apple-iphone-12-pro-max-128-gb-dual-sim-gold-249825.jpg
Apple iPhone 12 Pro 512 ГБ Серебристый,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",30 999 лей,28 999 лей,darwin-apple-iphone-12-pro-512-gb-silver-249850.jpg
Apple iPhone 12 Pro 512 ГБ Графитовый,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",30 999 лей,28 999 лей,darwin-apple-iphone-12-pro-6-gb-512-gb-graphite-039.jpg
Apple iPhone 12 Pro 512 ГБ Золотой,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",30 999 лей,28 999 лей,darwin-apple-iphone-12-pro-6-gb-512-gb-gold-023.jpg
Apple iPhone 12 Pro 512 ГБ Pacific Синий,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",30 999 лей,28 999 лей,darwin-apple-iphone-12-pro-512-gb-pacific-blue-249869.jpg
Apple iPhone 12 256 ГБ Черный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",21 999 лей,19 999 лей,darwin-apple-iphone-12-256-gb-black-247350.jpg
Apple iPhone 12 256 ГБ Белый,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",21 999 лей,19 999 лей,darwin-apple-iphone-12-256-gb-dual-sim-white-247362.jpg
Apple iPhone 12 256 ГБ Красный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",21 999 лей,19 999 лей,darwin-apple-iphone-12-256-gb-red-252211.jpg
Apple iPhone 12 256 ГБ Зелёный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",21 999 лей,19 999 лей,darwin-apple-iphone-12-256-gb-green-252220.jpg
Apple iPhone 12 256 ГБ Пурпурный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",21 999 лей,19 999 лей,darwin-apple-iphone-12-4-gb-256-gb-dual-sim-purple-078.jpg
Apple iPhone 12 64 ГБ Красный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",17 999 лей,14 999 лей,darwin-apple-iphone-12-4-gb-64-gb-dual-sim-red-079.jpg
Apple iPhone 12 Pro 256 ГБ Золотой,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",26 999 лей,25 999 лей,darwin-apple-iphone-12-pro-256-gb-gold-249898.jpg
Apple iPhone 12 Pro 256 ГБ Pacific Синий,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",26 999 лей,25 999 лей,darwin-apple-iphone-12-pro-256-gb-pacific-blue-249875.jpg
Apple iPhone 12 64 ГБ Синий,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",17 999 лей,14 999 лей,darwin-apple-iphone-12-4-gb-64-gb-dual-sim-blue-041.jpg
Apple iPhone 12 128 ГБ Синий,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",19 999 лей,18 999 лей,darwin-apple-iphone-12-128-gb-blue-252257.jpg
Apple iPhone 12 Pro 256 ГБ Серебристый,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",26 999 лей,25 999 лей,darwin-apple-iphone-12-pro-256-gb-silver-249855.jpg
Apple iPhone 12 64 ГБ Белый,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",17 999 лей,14 999 лей,darwin-apple-iphone-12-64-gb-white-252261.jpg
Apple iPhone 12 128 ГБ Красный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",19 999 лей,18 999 лей,darwin-apple-iphone-12-128-gb-red-252241.jpg
Apple iPhone 12 Pro 128 ГБ Графитовый,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",24 999 лей,24 499 лей,darwin-apple-iphone-12-pro-128-gb-graphite-251539.jpg
Apple iPhone 12 Pro 128 ГБ Золотой,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",24 999 лей,24 499 лей,darwin-apple-iphone-12-pro-6-gb-128-gb-gold-027.jpg
Apple iPhone 12 Pro 128 ГБ Серебристый,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",24 999 лей,24 499 лей,darwin-apple-iphone-12-pro-6-gb-128-gb-silver-03.jpg
Apple iPhone 12 Pro 128 ГБ Pacific Синий,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",24 999 лей,24 499 лей,darwin-apple-iphone-12-pro-128-gb-pacific-blue-249880.jpg
Apple iPhone 12 128 ГБ Белый,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",19 999 лей,18 999 лей,darwin-apple-iphone-12-128-gb-white-252232.jpg
Apple iPhone 12 64 ГБ Черный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",17 999 лей,14 999 лей,darwin-apple-iphone-12-4-gb-64-gb-dual-sim-black-040.jpg
Apple iPhone 12 Pro 256 ГБ Графитовый,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",26 999 лей,25 999 лей,darwin-apple-iphone-12-pro-256-gb-graphite-251544.jpg
Apple iPhone 12 64 ГБ Зелёный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",17 999 лей,14 999 лей,darwin-apple-iphone-12-4-gb-64-gb-dual-sim-green-091.jpg
Apple iPhone 12 128 ГБ Черный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",19 999 лей,18 999 лей,darwin-apple-iphone-12-4-gb-128-gb-dual-sim-black-063.jpg
Apple iPhone 12 128 ГБ Зелёный,"6.1"" | 12 Мп | 4 ГБ | Dual SIM",19 999 лей,18 999 лей,darwin-apple-iphone-12-128-gb-green-252249.jpg
Apple iPhone 12 128 ГБ Синий,"6.1"" | 12 Мп | 4 ГБ | Single SIM",16 799 лей,14 999 лей,darwin-apple-iphone-12-128-gb-blue-107511.jpg
Apple iPhone 12 64 ГБ Белый,"6.1"" | 12 Мп | 4 ГБ | Single SIM",13 999 лей,13 499 лей,darwin-apple-iphone-12-64-gb-white-107518.jpg
Apple iPhone 12 Pro Max 256 ГБ Синий Pacific,"6.7"" | 12 Мп | 6 ГБ | Single SIM",29 999 лей,28 499 лей,iphone_12_pro_max_pacific_blue1-201116025055-darwin.jpg
Apple iPhone 12 64 ГБ Красный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",13 999 лей,13 499 лей,darwin-apple-iphone-12-4-gb-64-gb-red-022.jpg
Apple iPhone 12 mini 128 ГБ Красный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",14 299 лей,12 999 лей,darwin-apple-iphone-12-mini-128-gb-red-251479.jpg
Apple iPhone 12 Pro Max 128 ГБ Серебристый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",27 499 лей,25 999 лей,darwin-apple-iphone-12-pro-max-6-gb-128-gb-silver-055.jpg
Apple iPhone 12 64 ГБ Зелёный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",13 999 лей,13 499 лей,darwin-apple-iphone-12-64-gb-green-107527.jpg
Apple iPhone 12 Pro 128 ГБ Золото,"6.1"" | 12 Мп | 6 ГБ | Dual SIM",None,23 999 лей,darwin-apple-iphone-12-pro-128-gb-gold-249912.jpg
Apple iPhone 12 mini 256 ГБ Белый,"5.4"" | 12 Мп | 4 ГБ | Single SIM",16 499 лей,13 999 лей,darwin-apple-iphone-12-mini-256-gb-white-181777.jpg
Apple iPhone 12 mini 256 ГБ Зелёный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",16 499 лей,13 999 лей,darwin-apple-iphone-12-mini-256-gb-green-251461.jpg
Apple iPhone 12 Pro 512 ГБ Серебристый,"6.1"" | 12 Мп | 6 ГБ | Single SIM",None,25 999 лей,darwin-apple-iphone-12-pro-512-gb-silver-96558.jpg
Apple iPhone 12 mini 64 ГБ Зелёный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",12 499 лей,11 999 лей,darwin-apple-iphone-12-mini-64-gb-green-108453.jpg
Apple iPhone 12 Pro Max 256 ГБ Золото,"6.7"" | 12 Мп | 6 ГБ | Single SIM",29 999 лей,28 499 лей,iphone_12_pro_max_gold1-201116025059-darwin.jpg
Apple iPhone 12 Pro Max 512 ГБ Золото,"6.7"" | 12 Мп | 6 ГБ | Single SIM",33 999 лей,31 999 лей,darwin-apple-iphone-12-pro-max-512-gb-gold-181757.jpg
Apple iPhone 12 Pro Max 256 ГБ Серебристый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",29 999 лей,28 499 лей,darwin-apple-iphone-12-pro-max-256-gb-silver-109084.jpg
Apple iPhone 12 Pro Max 128 ГБ Синий Pacific,"6.7"" | 12 Мп | 6 ГБ | Single SIM",27 499 лей,25 999 лей,darwin-apple-iphone-12-pro-max-128-gb-pacific-blue-249083.jpg
Apple iPhone 12 Pro 256 ГБ Графитовый,"6.1"" | 12 Мп | 6 ГБ | Single SIM",None,25 499 лей,darwin-apple-iphone-12-pro-256-gb-graphite-96569.jpg
Apple iPhone 12 Pro 128 ГБ Графитовый Графитовый,"6.1"" | 12 Мп | 6 ГБ | Single SIM",23 999 лей,21 199 лей,darwin-apple-iphone-12-pro-128-gb-graphite-graphite-251551.jpg
Apple iPhone 12 mini 256 ГБ Синий,"5.4"" | 12 Мп | 4 ГБ | Single SIM",16 499 лей,13 999 лей,darwin-apple-iphone-12-mini-256-gb-blue-251466.jpg
Apple iPhone 12 Pro Max 128 ГБ Графитовый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",27 499 лей,25 999 лей,darwin-apple-iphone-12-pro-max-128-gb-graphite-249095.jpg
Apple iPhone 12 Pro Max 128 ГБ Золото,"6.7"" | 12 Мп | 6 ГБ | Single SIM",27 499 лей,25 999 лей,darwin-apple-iphone-12-pro-max-6-gb-128-gb-gold-063.jpg
Apple iPhone 12 Pro 512 ГБ Синий Pacific,"6.1"" | 12 Мп | 6 ГБ | Single SIM",None,25 999 лей,darwin-apple-iphone-12-pro-512-gb-pacific-blue-96575.jpg
Apple iPhone 12 128 ГБ Красный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",16 799 лей,14 999 лей,darwin-apple-iphone-12-4-gb-128-gb-red-054.jpg
Apple iPhone 12 Pro 256 ГБ Синий Pacific,"6.1"" | 12 Мп | 6 ГБ | Single SIM",None,25 499 лей,darwin-apple-iphone-12-pro-256-gb-pacific-blue-96584.jpg
Apple iPhone 12 mini 64 ГБ Синий,"5.4"" | 12 Мп | 4 ГБ | Single SIM",12 499 лей,11 999 лей,darwin-apple-iphone-12-mini-64-gb-blue-251442.jpg
Apple iPhone 12 Pro 128 ГБ Серебристый,"6.1"" | 12 Мп | 6 ГБ | Single SIM",None,23 999 лей,darwin-apple-iphone-12-pro-128-gb-silver-96587.jpg
Apple iPhone 12 mini 64 ГБ Белый,"5.4"" | 12 Мп | 4 ГБ | Single SIM",12 499 лей,11 999 лей,darwin-apple-iphone-12-mini-64-gb-white-108455.jpg
Apple iPhone 12 mini 64 ГБ Черный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",12 499 лей,11 999 лей,darwin-apple-iphone-12-mini-64-gb-black-108459.jpg
Apple iPhone 12 mini 64 ГБ Красный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",12 499 лей,11 999 лей,darwin-apple-iphone-12-mini-64-gb-red-77975.jpg
Apple iPhone 12 Pro Max 512 ГБ Синий Pacific,"6.7"" | 12 Мп | 6 ГБ | Single SIM",33 999 лей,31 999 лей,iphone_12_pro_max_pacific_blue1-201116025204-darwin.jpg
Apple iPhone 12 mini 128 ГБ Синий,"5.4"" | 12 Мп | 4 ГБ | Single SIM",14 299 лей,12 999 лей,darwin-apple-iphone-12-mini-128-gb-blue-108475.jpg
Apple iPhone 12 mini 256 ГБ Черный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",16 499 лей,13 999 лей,darwin-apple-iphone-12-mini-256-gb-black-108486.jpg
Apple iPhone 12 Pro 128 ГБ Синий,"6.1"" | 12 Мп | 6 ГБ | Single SIM",None,23 999 лей,darwin-apple-iphone-12-pro-128-gb-blue-96591.jpg
Apple iPhone 12 Pro 256 ГБ Золото,"6.1"" | 12 Мп | 6 ГБ | Single SIM",None,25 499 лей,darwin-apple-iphone-12-pro-256-gb-gold-107501.jpg
Apple iPhone 12 Pro 512 ГБ Графитовый,"6.1"" | 12 Мп | 6 ГБ | Single SIM",None,25 999 лей,darwin-apple-iphone-12-pro-512-gb-graphite-96613.jpg
Apple iPhone 12 mini 128 ГБ Белый,"5.4"" | 12 Мп | 4 ГБ | Single SIM",14 299 лей,12 999 лей,darwin-apple-iphone-12-mini-128-gb-white-108499.jpg
Apple iPhone 12 Pro 256 ГБ Серебристый,"6.1"" | 12 Мп | 6 ГБ | Single SIM",None,25 499 лей,darwin-apple-iphone-12-pro-256-gb-silver-107507.jpg
Apple iPhone 12 mini 256 ГБ Красный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",16 499 лей,13 999 лей,darwin-apple-iphone-12-mini-4-gb-256-gb-red-061.jpg
Apple iPhone 12 mini 128 ГБ Черный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",14 299 лей,12 999 лей,darwin-apple-iphone-12-mini-128-gb-black-76662.jpg
Apple iPhone 12 mini 128 ГБ Зелёный,"5.4"" | 12 Мп | 4 ГБ | Single SIM",14 299 лей,12 999 лей,darwin-apple-iphone-12-mini-128-gb-green-108508.jpg
Apple iPhone 12 Pro Max 512 ГБ Серебристый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",33 999 лей,31 999 лей,darwin-apple-iphone-12-pro-max-512-gb-silver-109094.jpg
Apple iPhone 12 Pro Max 512 ГБ Графитовый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",33 999 лей,31 999 лей,darwin-apple-iphone-12-pro-max-512-gb-graphite-graphite-248271.jpg
Apple iPhone 12 256 ГБ Черный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",18 999 лей,17 499 лей,darwin-apple-iphone-12-256-gb-black-252320.jpg
Apple iPhone 12 64 ГБ Синий,"6.1"" | 12 Мп | 4 ГБ | Single SIM",None,13 999 лей,darwin-apple-iphone-12-64-gb-blue-107550.jpg
Apple iPhone 12 64 ГБ Черный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",13 999 лей,13 499 лей,darwin-apple-iphone-12-4-gb-64-gb-black-041.jpg
Apple iPhone 12 Pro 512 ГБ Золото,"6.1"" | 12 Мп | 6 ГБ | Single SIM",None,25 999 лей,darwin-apple-iphone-12-pro-512-gb-gold-108671.jpg
Apple iPhone 12 128 ГБ Зелёный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",16 799 лей,14 999 лей,darwin-apple-iphone-12-4-gb-128-gb-green-083.jpg
Apple iPhone 12 256 ГБ Белый,"6.1"" | 12 Мп | 4 ГБ | Single SIM",18 999 лей,17 499 лей,darwin-apple-iphone-12-256-gb-white-76824.jpg
Apple iPhone 12 Pro Max 256 ГБ Графитовый,"6.7"" | 12 Мп | 6 ГБ | Single SIM",29 999 лей,28 499 лей,darwin-apple-iphone-12-pro-max-256-gb-graphite-249025.jpg
"Apple iPhone SE (2020) 256ГБ, Красный","iOS 4.7"" 256ГБ 12Мпкс",12 999 лей,11 999 лей,apple_iphone_se_2020_red1_1-200701051507-darwin.jpg
Apple iPhone SE 2020 64 ГБ Черный,"4.7"" | 12 Мп | 3 ГБ | Single SIM",None,9 999 лей,apple_iphone_se_2020_black1_1.jpg
Apple iPhone SE 2020 64 ГБ Белый,"4.7"" | 12 Мп | 3 ГБ | Single SIM",None,9 999 лей,apple_iphone_se_2020_white1_1-200702091404-darwin.jpg
Apple iPhone SE 2020 128 ГБ Красный,"4.7"" | 12 Мп | 3 ГБ | Single SIM",None,10 999 лей,apple_iphone_se_2020_red1_1.jpg
Apple iPhone SE 2020 128 ГБ Белый,"4.7"" | 12 Мп | 3 ГБ | Single SIM",None,10 999 лей,apple_iphone_se_2020_white1_1.jpg
Apple iPhone SE 2020 64 ГБ Красный,"4.7"" | 12 Мп | 3 ГБ | Single SIM",None,9 999 лей,apple_iphone_se_2020_red1_1.jpg
"Apple iPhone SE (2020) 256ГБ, Черный","iOS 4.7"" 256GB 12Mpx",12 999 лей,11 999 лей,apple_iphone_se_2020_black1_v6db-ku.jpg
Apple iPhone 11 Pro 512 ГБ Золото,"5.8"" | 12 Мп | 4 ГБ | Single SIM",23 499 лей,22 499 лей,darwin-apple-iphone-11-pro-512-gb-gold-248211.jpg
Apple iPhone 11 Pro 256 ГБ Золото,"5.8"" | 12 Мп | 4 ГБ | Single SIM",22 499 лей,20 499 лей,darwin-apple-iphone-11-pro-256-gb-gold-252886.jpg
Apple iPhone 11 Pro 256 ГБ Midnight Green,"5.8"" | 12 Мп | 4 ГБ | Single SIM",22 499 лей,20 499 лей,darwin-apple-iphone-11-pro-256-gb-midnight-green-252893.jpg
Apple iPhone 11 Pro 256 ГБ Серебристый,"5.8"" | 12 Мп | 4 ГБ | Single SIM",22 499 лей,20 499 лей,darwin-apple-iphone-11-pro-256-gb-silver-252898.jpg
Apple iPhone 11 Pro 512 ГБ Серебристый,"5.8"" | 12 Мп | 4 ГБ | Single SIM",23 499 лей,22 499 лей,darwin-apple-iphone-11-pro-512-gb-silver-248164.jpg
Apple iPhone 11 128 ГБ Пурпурный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",12 999 лей,11 799 лей,darwin-apple-iphone-11-4-gb-128-gb-purple-040.jpg
Apple iPhone XR 128 ГБ Черный,"6.1"" | 12 Мп | 3 ГБ | Single SIM",12 999 лей,9 999 лей,apple_iphone_xr_black_2d.jpg
Apple iPhone XR 128 ГБ Красный,"6.1"" | 12 Мп | 3 ГБ | Single SIM",12 999 лей,9 999 лей,darwin-apple-iphone-xr-128-gb-red-109148.jpg
"Apple iPhone 11 Pro 512ГБ, Зеленый","iOS 5.8"" 512GB 12 + 12 + 12Mpx",23 499 лей,22 499 лей,apple_iphone_11_pro_green1d-201127101311-darwin.jpg
"Apple iPhone 11 Pro 64ГБ, Серый Космос","iOS 5.8"" 64GB 12 + 12 + 12Mpx",19 499 лей,18 999 лей,apple_iphone_11_pro_space_gray1.jpg
"Apple iPhone 11 Pro 64ГБ, Зеленый","iOS 5.8"" 64GB 12 + 12 + 12Mpx",19 499 лей,18 999 лей,apple_iphone_11_pro_green1d-201124044136-darwin.jpg
"Apple iPhone 11 Pro 64ГБ, Серебряный","iOS 5.8"" 64GB 12 + 12 + 12Mpx",19 499 лей,18 999 лей,apple_iphone_11_pro_silver1d-201124043942-darwin.jpg
"Apple iPhone 11 Pro 64ГБ, Золотой","iOS 5.8"" 64GB 12 + 12 + 12Mpx",19 499 лей,18 999 лей,apple_iphone_11_pro1d.jpg
"Apple iPhone 8 128ГБ, Серебряный","iOS 4.7"" 128GB 12Mpx",9 999 лей,8 999 лей,darwin-apple-iphone-8-128gb-silver.jpg
"Apple iPhone 8 128ГБ, Серый Космос","iOS 4.7"" 128GB 12Mpx",9 999 лей,8 999 лей,apple_iphone_8_gray1d-201124122415-darwin.jpg
Apple iPhone 11 Pro 256 ГБ Серый Космос,"5.8"" | 12 Мп | 4 ГБ | Single SIM",22 499 лей,20 499 лей,darwin-apple-iphone-11-pro-256-gb-space-gray-252904.jpg
Apple iPhone 11 256 ГБ Черный,"6.1"" | 12 Мп | 4 ГБ | Single SIM",16 999 лей,15 999 лей,darwin-apple-iphone-11-256-gb-black-359698.jpg
